14.1.104.0/22
14.192.128.0/19
27.0.184.0/22
27.54.120.0/22
27.96.92.0/22
36.50.72.0/23
36.50.76.0/24
36.255.32.0/22
36.255.40.0/21
36.255.96.0/22
36.255.100.0/22
37.111.128.0/18
45.249.8.0/22
