Domain,Error Count,Warning Count,Error Details[0],Warning Details[0]
bagx.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
baghicha.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bahunar.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
babystuff.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bal.cpims.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
backend.planit.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
baithak.briskteck.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bair.bh.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bankingmohtasib.gov.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bagstore.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
baigstore.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
baqai.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
baraniinstitute.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bankislami.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
baron.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
baqsa.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
backupcloud.springer.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
barqraftar.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bbise.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
base.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
banoqabil.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beaconlightacademy.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
barqaab.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
battmax.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
baseeratafroz.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beautysol.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beautifly.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
becho.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beachresort.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bellacom.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beautyfly.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beautician.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beautybox.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
berger.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bestnow.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beta-admin2022.clicky.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bery.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
betprowallet.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bestwayconsultancy.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beyondads.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beta.nawaiwaqt.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bigbasket.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
beurer.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
biek.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bigowner.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bifs.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
billing.fg.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bigidea.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
biek.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bill.gdnet.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bic.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
biit.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bhaun.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
binhamtravels.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bhltechnologies.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
biorange.firestrike.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bike.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisebwp.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bingopatti.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisebwp.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bis.eit.net.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
biselrk.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bigbrand.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisempk.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
biseb.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
binarygenes.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisedik.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
biseh.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisekt.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisesargodha.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisesuksindh.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bikri.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisemdn.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisess.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bilalfabrics.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisedgkhan.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
biseatd.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bims.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisp8171portal.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisp-8171.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blackoptic.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blinkbroadband.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bkuc.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bitcoinminer.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bispwebportal.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bispalert.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blackbox.waada.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bixi.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisesba.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bizztechsolution.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bizline.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bisp8171cniccheck.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blepgob.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blackmores.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bites4delight.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bls.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blackrunner.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blinq.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bocs.bankingmohtasib.gov.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blumoon.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
boltikitabain.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
boai.smsapp.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bluehosting.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bogo.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bluecart.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bn555.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blog.landtrack.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blt.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bookme.pk,0,1,,w_tls_server_cert_valid_time_longer_than_397_days
bm.visiontech.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
booking.dinnerinthesky.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bookberry.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bookmark.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bluerinse.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bookmyhotel.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bookeve.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
booksplus.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bookworld.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
blogpakistan.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
boota.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bookshub.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
brandedge.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
boya.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
branches.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
brainbooks.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
brands4less.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bravian.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
brand.t-electronics.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
brandedkicks.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
brandactivation.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
breakfast.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
brn.optix.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
broadwaypizza.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
brightgroup.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
britishcouncil.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bsek.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bsecure.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
btevta.gob.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bridals.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bsekresult.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bucket.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bu.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bryon.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buildingbiographies.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bundukhansweets.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
business.clickncollect.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bunnys.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buildspark.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buildinc.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bunkr.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bushrastore.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bunyad.lums.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
burak.net.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
burhanihospital.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buy2day.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buyyourphone.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buy.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buyerhub.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buysolar.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
bzu.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buyon.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buyimported.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
buzz.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
caliph.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
canny.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
car.net.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
callcourier.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
canbebe.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
care.master.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
career.paf-iast.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
caplet.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
careers.namal.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cardiaccare.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
careers.bestwayconsultancy.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
carbuddy.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
campus.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
careerbox.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
caritas.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cari.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
case.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
caretakers.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
catchnpack.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cartonhouse.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
casual.gamenow.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
careers.tcf.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
ccit.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
ccbat.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cdtc.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
carrefour.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cch.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cedar.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cecos.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
census.seld.gos.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cef.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cellmart.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cdpl.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cdpr.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cel.gift.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cgpakistan.kpdata.gov.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cfstudio.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
ch.uog.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cg2.acme.convergence.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cewre.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cent.learntech.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chair.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chat.bls.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
changan.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cgpi.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chapter2.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chat.allmytech.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cheaphost.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chalain.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chillzonehvac.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
childrenpublications.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chefiality.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chicvogue.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
circleinternational.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chip.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chunkncheese.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
citiscience.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
citilab.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
chte.gob.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cinemakick.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
circuit.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cityland.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
civilsolutions.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
childrenofadam.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
citysearch.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cits.net.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
classifiedads.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
class11.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clickncollect.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clicky.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clicknget.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cleanall.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clients.cloudservers.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clicknorder.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clinical.merisehat.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clinix.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clickmobile.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clothzilla.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
clientarea.host.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
classicbedsheet.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloud1.kips.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloud.solutionspk.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloud.roadmaster.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloud.lazienda.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloud.mylighting.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloud.kips.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloudcode.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloudex.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloudbytes.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloudservers.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cms.blinkbroadband.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cloudvps.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cms.ric.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cms3.uswat.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cms.uog.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cms.uom.edu.pk,0,1,,w_tls_server_cert_valid_time_longer_than_397_days
cmu.gov.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cmstravel.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cngfgames.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cms.uol.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cmscheme.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
colgate.com.pk,0,1,,w_tls_server_cert_valid_time_longer_than_397_days
coffeebean.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
colabs.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
collect.kmu.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
comfortkicks.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
colorprediction.pk,0,1,,w_ext_subject_key_identifier_missing_sub_cert
comsats.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
collaborativedesign.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
comsec.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cnse.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
convergence.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
console.cequens.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
concordlogistic.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
contra2.skyrocket.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
computerzone.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
converter.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
corecart.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
continentalbiscuits.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
conwill.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
continentaltowels.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
convocation.uskt.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cothm.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cp.galaxy.net.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cosmesurgehospital.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
couriers.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cp.mansol.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cp.softshack.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cp14-nl.temok.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpanel.maic.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpcalendars.pegasus.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpcalendars.actgroup.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpcalendars.immigrationexperts.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
courses24.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cplc.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpcalendars.petpakfilms.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpcontacts.eads.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpanel.eazygl.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpcalendars.fliptron.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crazevalue.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpanel.buzzhost.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cpcontacts.careercounselor.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crafthouse.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
credo.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
credentials.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
creditfix.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crm.master.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crescentcollege.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crm.bic.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crm.takafulbazaar.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crm.homebridge.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
csa.cle.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crm.bios.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crm.sapphireproperties.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crazyhost.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crm.weddingapp.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crayon.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cscr.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crushitdigital.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
css.net.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
ctdkppolice.gov.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crystalshipping.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cuilahore.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
ctsp.org.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cssforum.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
ctc.hoster.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cssprep.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
crs.pharmedic.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cusit.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
ctti.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
customnews.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cuvas.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cvmaker.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
cybermart.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
daewoo.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dadabhoy.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dadabhoy.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dailykhabrain.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
daad.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dailyindependent.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dais.edu.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dailypakistan.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dailyinfo.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dailypatti.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
dairylife.com.pk,1,0,e_sub_cert_aia_does_not_contain_ocsp_url,
